trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
158,False,"{'a': 0.5, 'e': 0.9402399999999926}",20,8,-103.72250056651775,"{0: 6, 1: 1, 2: 3, 3: 0, 4: 2}",1
159,False,"{'a': 0.5, 'e': 0.9398599999999926}",30,9,-128.26664546345856,"{0: 10, 1: 4, 2: 4, 3: 2, 4: 1}",1
160,False,"{'a': 0.5, 'e': 0.9394799999999925}",20,0,-225.52913560793024,"{0: 9, 1: 1, 2: 5, 3: 1, 4: 4}",0
161,False,"{'a': 0.5, 'e': 0.9390999999999925}",20,0,-55.18417706594821,"{0: 13, 1: 3, 2: 2, 3: 2, 4: 0}",0
162,False,"{'a': 0.5, 'e': 0.9387199999999924}",20,0,-158.3381628204191,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
163,False,"{'a': 0.5, 'e': 0.9383399999999924}",25,0,-106.99177420137367,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
164,False,"{'a': 0.5, 'e': 0.9379599999999924}",20,0,-126.22253668404716,"{0: 13, 1: 0, 2: 2, 3: 4, 4: 1}",0
165,False,"{'a': 0.5, 'e': 0.9375799999999923}",20,0,-67.76839349444867,"{0: 12, 1: 0, 2: 8, 3: 0, 4: 0}",0
166,False,"{'a': 0.5, 'e': 0.9371999999999923}",30,0,-104.83021867884872,"{0: 18, 1: 2, 2: 9, 3: 1, 4: 0}",0
167,False,"{'a': 0.5, 'e': 0.9368199999999922}",25,0,-206.98411397006663,"{0: 13, 1: 1, 2: 6, 3: 2, 4: 3}",0
168,False,"{'a': 0.5, 'e': 0.9364399999999922}",30,0,-283.582875998189,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 6}",0
169,False,"{'a': 0.5, 'e': 0.9360599999999921}",25,0,-110.6163284456144,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
170,False,"{'a': 0.5, 'e': 0.9356799999999921}",25,0,-78.08892768024613,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",1
171,False,"{'a': 0.5, 'e': 0.935299999999992}",20,5,-180.23481020537668,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 4}",1
172,False,"{'a': 0.5, 'e': 0.934919999999992}",20,0,-104.55613790447495,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
173,False,"{'a': 0.5, 'e': 0.9345399999999919}",25,0,-120.25012544914337,"{0: 13, 1: 2, 2: 7, 3: 3, 4: 0}",0
174,False,"{'a': 0.5, 'e': 0.9341599999999919}",20,8,-35.12500205416796,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
175,False,"{'a': 0.5, 'e': 0.9337799999999918}",30,0,-102.89055546221879,"{0: 16, 1: 6, 2: 7, 3: 1, 4: 0}",0
176,False,"{'a': 0.5, 'e': 0.9333999999999918}",25,0,-156.01900026551095,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
177,False,"{'a': 0.5, 'e': 0.9330199999999917}",20,0,-59.17574016666394,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
178,False,"{'a': 0.5, 'e': 0.9326399999999917}",25,0,-132.24419777545805,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
179,False,"{'a': 0.5, 'e': 0.9322599999999917}",25,0,-104.13122759161642,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
180,False,"{'a': 0.5, 'e': 0.9318799999999916}",25,0,-128.83662573198606,"{0: 17, 1: 4, 2: 1, 3: 0, 4: 3}",0
181,False,"{'a': 0.5, 'e': 0.9314999999999916}",25,0,-151.52219177983298,"{0: 17, 1: 2, 2: 2, 3: 1, 4: 3}",0
182,False,"{'a': 0.5, 'e': 0.9311199999999915}",25,0,-190.61480449291093,"{0: 13, 1: 4, 2: 3, 3: 2, 4: 3}",0
